year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
2022,NORTH CAROLINA,NC,37,56,47,US HOUSE,9,GEN,RICHARD HUDSON,REPUBLICAN,FALSE,TOTAL,131453,232655,FALSE,20250910,FALSE
2022,NORTH CAROLINA,NC,37,56,47,US HOUSE,9,GEN,BEN CLARK,DEMOCRAT,FALSE,TOTAL,101202,232655,FALSE,20250910,FALSE
2022,NORTH CAROLINA,NC,37,56,47,US HOUSE,10,GEN,PATRICK T MCHENRY,REPUBLICAN,FALSE,TOTAL,194681,268207,FALSE,20250910,FALSE
2022,NORTH CAROLINA,NC,37,56,47,US HOUSE,10,GEN,PAM GENANT,DEMOCRAT,FALSE,TOTAL,73174,268207,FALSE,20250910,FALSE
2022,NORTH CAROLINA,NC,37,56,47,US HOUSE,10,GEN,DIANA R JIMISON,NA,TRUE,TOTAL,110,268207,FALSE,20250910,FALSE
2022,NORTH CAROLINA,NC,37,56,47,US HOUSE,10,GEN,WRITE-IN (MISCELLANEOUS),NA,TRUE,TOTAL,242,268207,FALSE,20250910,FALSE
2022,NORTH CAROLINA,NC,37,56,47,US HOUSE,11,GEN,CHUCK EDWARDS,REPUBLICAN,FALSE,TOTAL,174232,323912,FALSE,20250910,FALSE
2022,NORTH CAROLINA,NC,37,56,47,US HOUSE,11,GEN,JASMINE BEACH-FERRARA,DEMOCRAT,FALSE,TOTAL,144165,323912,FALSE,20250910,FALSE
2022,NORTH CAROLINA,NC,37,56,47,US HOUSE,11,GEN,DAVID ADAM COATNEY,LIBERTARIAN,FALSE,TOTAL,5515,323912,FALSE,20250910,FALSE
2022,NORTH CAROLINA,NC,37,56,47,US HOUSE,12,GEN,TYLER LEE,REPUBLICAN,FALSE,TOTAL,83414,223908,FALSE,20250910,FALSE
2022,NORTH CAROLINA,NC,37,56,47,US HOUSE,12,GEN,ALMA S ADAMS,DEMOCRAT,FALSE,TOTAL,140494,223908,FALSE,20250910,FALSE
2022,NORTH CAROLINA,NC,37,56,47,US HOUSE,13,GEN,BO HINES,REPUBLICAN,FALSE,TOTAL,134256,277346,FALSE,20250910,FALSE
2022,NORTH CAROLINA,NC,37,56,47,US HOUSE,13,GEN,WILEY NICKEL,DEMOCRAT,FALSE,TOTAL,143090,277346,FALSE,20250910,FALSE
2022,NORTH CAROLINA,NC,37,56,47,US HOUSE,14,GEN,PAT HARRIGAN,REPUBLICAN,FALSE,TOTAL,109014,257752,FALSE,20250910,FALSE
2022,NORTH CAROLINA,NC,37,56,47,US HOUSE,14,GEN,JEFF JACKSON,DEMOCRAT,FALSE,TOTAL,148738,257752,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,1,GEN,BRIAN K FITZPATRICK,REPUBLICAN,FALSE,TOTAL,201571,367380,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,1,GEN,ASHLEY EHASZ,DEMOCRAT,FALSE,TOTAL,165809,367380,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,2,GEN,AARON BASHIR,REPUBLICAN,FALSE,TOTAL,45454,186683,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,2,GEN,BRENDAN F BOYLE,DEMOCRAT,FALSE,TOTAL,141229,186683,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,3,GEN,DWIGHT EVANS,DEMOCRAT,FALSE,TOTAL,251115,263935,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,3,GEN,CHRISTOPHER HOEPPNER,SOCIALIST WORKERS,FALSE,TOTAL,12820,263935,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,4,GEN,CHRISTIAN NASCIMENTO,REPUBLICAN,FALSE,TOTAL,141986,366785,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,4,GEN,MADELEINE DEAN,DEMOCRAT,FALSE,TOTAL,224799,366785,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,5,GEN,DAVID GALLUCH,REPUBLICAN,FALSE,TOTAL,110058,315186,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,5,GEN,MARY GAY SCANLON,DEMOCRAT,FALSE,TOTAL,205128,315186,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,6,GEN,GUY CIARROCCHI,REPUBLICAN,FALSE,TOTAL,136097,326483,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,6,GEN,CHRISSY HOULAHAN,DEMOCRAT,FALSE,TOTAL,190386,326483,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,7,GEN,LISA SCHELLER,REPUBLICAN,FALSE,TOTAL,145527,296891,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,7,GEN,SUSAN WILD,DEMOCRAT,FALSE,TOTAL,151364,296891,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,8,GEN,JIM BOGNET,REPUBLICAN,FALSE,TOTAL,139930,286886,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,8,GEN,MATT CARTWRIGHT,DEMOCRAT,FALSE,TOTAL,146956,286886,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,9,GEN,DANIEL MEUSER,REPUBLICAN,FALSE,TOTAL,209185,301807,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,9,GEN,AMANDA R WALDMAN,DEMOCRAT,FALSE,TOTAL,92622,301807,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,10,GEN,SCOTT PERRY,REPUBLICAN,FALSE,TOTAL,169331,314546,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,10,GEN,SHAMAINE DANIELS,DEMOCRAT,FALSE,TOTAL,145215,314546,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,11,GEN,LLOYD SMUCKER,REPUBLICAN,FALSE,TOTAL,194991,316826,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,11,GEN,BOB HOLLISTER,DEMOCRAT,FALSE,TOTAL,121835,316826,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,12,GEN,MIKE DOYLE,REPUBLICAN,FALSE,TOTAL,143946,328620,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,12,GEN,SUMMER LEE,DEMOCRAT,FALSE,TOTAL,184674,328620,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,13,GEN,JOHN JOYCE,REPUBLICAN,FALSE,TOTAL,260345,260345,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,14,GEN,GUY RESCHENTHALER,REPUBLICAN,FALSE,TOTAL,230865,230865,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,15,GEN,GLENN THOMPSON,REPUBLICAN,FALSE,TOTAL,213417,305146,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,15,GEN,MIKE MOLESEVICH,DEMOCRAT,FALSE,TOTAL,91729,305146,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,16,GEN,MIKE KELLY,REPUBLICAN,FALSE,TOTAL,190546,320989,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,16,GEN,DAN PASTORE,DEMOCRAT,FALSE,TOTAL,130443,320989,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,17,GEN,JEREMY SHAFFER,REPUBLICAN,FALSE,TOTAL,169013,362628,FALSE,20250910,FALSE
2022,PENNSYLVANIA,PA,42,23,14,US HOUSE,17,GEN,CHRIS DELUZIO,DEMOCRAT,FALSE,TOTAL,193615,362628,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,1,GEN,DIANA HARSHBARGER,REPUBLICAN,FALSE,TOTAL,147241,188003,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,1,GEN,CAMERON PARSONS,DEMOCRAT,FALSE,TOTAL,37049,188003,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,1,GEN,RICHARD G BAKER,INDEPENDENT,FALSE,TOTAL,2466,188003,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,1,GEN,MATT MAKROM,INDEPENDENT,FALSE,TOTAL,1247,188003,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,2,GEN,TIM BURCHETT,REPUBLICAN,FALSE,TOTAL,141089,207762,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,2,GEN,MARK HARMON,DEMOCRAT,FALSE,TOTAL,66673,207762,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,3,GEN,CHARLES J ������CHUCK������ FLEISCHMANN,REPUBLICAN,FALSE,TOTAL,136639,199830,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,3,GEN,MEG GORMAN,DEMOCRAT,FALSE,TOTAL,60334,199830,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,3,GEN,RICK TYLER,INDEPENDENT,FALSE,TOTAL,1736,199830,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,3,GEN,THOMAS M RUMBA,INDEPENDENT,FALSE,TOTAL,1121,199830,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,4,GEN,SCOTT DESJARLAIS,REPUBLICAN,FALSE,TOTAL,122401,173437,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,4,GEN,WAYNE STEELE,DEMOCRAT,FALSE,TOTAL,44648,173437,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,4,GEN,MIKE WINTON,INDEPENDENT,FALSE,TOTAL,2834,173437,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,4,GEN,CLYDE BENSON,INDEPENDENT,FALSE,TOTAL,1806,173437,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,4,GEN,DAVID LEIGHTON JONES,INDEPENDENT,FALSE,TOTAL,708,173437,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,4,GEN,THARON CHANDLER,INDEPENDENT,FALSE,TOTAL,585,173437,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,4,GEN,JOSEPH ������KRISHNADAS������ MAGYER,INDEPENDENT,FALSE,TOTAL,455,173437,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,5,GEN,ANDY OGLES,REPUBLICAN,FALSE,TOTAL,123558,221275,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,5,GEN,HEIDI CAMPBELL,DEMOCRAT,FALSE,TOTAL,93648,221275,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,5,GEN,DERRICK BRANTLEY,INDEPENDENT,FALSE,TOTAL,2090,221275,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,5,GEN,DANIEL COOPER,INDEPENDENT,FALSE,TOTAL,1132,221275,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,5,GEN,RICK SHANNON,INDEPENDENT,FALSE,TOTAL,847,221275,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,6,GEN,JOHN W ROSE,REPUBLICAN,FALSE,TOTAL,129388,195063,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,6,GEN,RANDAL COOPER,DEMOCRAT,FALSE,TOTAL,65675,195063,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,7,GEN,MARK E GREEN,REPUBLICAN,FALSE,TOTAL,108421,180822,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,7,GEN,ODESSA KELLY,DEMOCRAT,FALSE,TOTAL,68973,180822,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,7,GEN,STEVEN J HOOPER,INDEPENDENT,FALSE,TOTAL,3428,180822,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,8,GEN,DAVID KUSTOFF,REPUBLICAN,FALSE,TOTAL,155602,210315,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,8,GEN,LYNNETTE P WILLIAMS,DEMOCRAT,FALSE,TOTAL,51102,210315,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,8,GEN,JAMES HART,INDEPENDENT,FALSE,TOTAL,2541,210315,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,8,GEN,RONNIE HENLEY,INDEPENDENT,FALSE,TOTAL,1070,210315,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,9,GEN,CHARLOTTE BERGMANN,REPUBLICAN,FALSE,TOTAL,35123,133918,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,9,GEN,STEVE COHEN,DEMOCRAT,FALSE,TOTAL,93800,133918,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,9,GEN,GEORGE FLINN,INDEPENDENT,FALSE,TOTAL,3349,133918,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,9,GEN,DENNIS CLARK,INDEPENDENT,FALSE,TOTAL,1160,133918,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,9,GEN,PAUL COOK,INDEPENDENT,FALSE,TOTAL,485,133918,FALSE,20250910,FALSE
2022,TENNESSEE,TN,47,62,54,US HOUSE,9,GEN,BOBBY LYONS,NA,TRUE,TOTAL,1,133918,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,1,GEN,NATHANIEL MORAN,REPUBLICAN,FALSE,TOTAL,183224,234662,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,1,GEN,JRMAR ������JJ������ JEFFERSON,DEMOCRAT,FALSE,TOTAL,51438,234662,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,2,GEN,DAN CRENSHAW,REPUBLICAN,FALSE,TOTAL,151791,230287,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,2,GEN,ROBIN FULFORD,DEMOCRAT,FALSE,TOTAL,78496,230287,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,3,GEN,KEITH SELF,REPUBLICAN,FALSE,TOTAL,164240,271256,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,3,GEN,SANDEEP SRIVASTAVA,DEMOCRAT,FALSE,TOTAL,100121,271256,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,3,GEN,CHRISTOPHER CLAYTOR,LIBERTARIAN,FALSE,TOTAL,6895,271256,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,4,GEN,PAT FALLON,REPUBLICAN,FALSE,TOTAL,170781,256009,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,4,GEN,IRO OMERE,DEMOCRAT,FALSE,TOTAL,79179,256009,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,4,GEN,JOHN SIMMONS,LIBERTARIAN,FALSE,TOTAL,6049,256009,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,5,GEN,LANCE GOODEN,REPUBLICAN,FALSE,TOTAL,135595,211965,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,5,GEN,TARTISHA HILL,DEMOCRAT,FALSE,TOTAL,71930,211965,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,5,GEN,KEVIN A HALE,LIBERTARIAN,FALSE,TOTAL,4293,211965,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,5,GEN,RUTH TORRES,NA,TRUE,TOTAL,147,211965,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,6,GEN,JAKE ELLZEY,REPUBLICAN,FALSE,TOTAL,149321,149321,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,7,GEN,JOHNNY TEAGUE,REPUBLICAN,FALSE,TOTAL,65835,181829,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,7,GEN,LIZZIE FLETCHER,DEMOCRAT,FALSE,TOTAL,115994,181829,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,8,GEN,MORGAN LUTTRELL,REPUBLICAN,FALSE,TOTAL,153127,224968,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,8,GEN,LAURA JONES,DEMOCRAT,FALSE,TOTAL,68715,224968,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,8,GEN,ROY ERIKSEN,LIBERTARIAN,FALSE,TOTAL,3126,224968,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,9,GEN,JIMMY I LEON,REPUBLICAN,FALSE,TOTAL,38161,163607,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,9,GEN,AL GREEN,DEMOCRAT,FALSE,TOTAL,125446,163607,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,10,GEN,MICHAEL T MCCAUL,REPUBLICAN,FALSE,TOTAL,159469,251937,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,10,GEN,LINDA NUNO,DEMOCRAT,FALSE,TOTAL,86404,251937,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,10,GEN,BILL KELSEY,LIBERTARIAN,FALSE,TOTAL,6064,251937,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,11,GEN,AUGUST PFLUGER,REPUBLICAN,FALSE,TOTAL,151066,151066,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,12,GEN,KAY GRANGER,REPUBLICAN,FALSE,TOTAL,152953,237979,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,12,GEN,TREY J HUNT,DEMOCRAT,FALSE,TOTAL,85026,237979,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,13,GEN,RONNY JACKSON,REPUBLICAN,FALSE,TOTAL,161767,214677,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,13,GEN,KATHLEEN BROWN,DEMOCRAT,FALSE,TOTAL,52910,214677,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,14,GEN,"RANDY K WEBER, SR",REPUBLICAN,FALSE,TOTAL,149543,213149,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,14,GEN,MIKAL WILLIAMS,DEMOCRAT,FALSE,TOTAL,63606,213149,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,15,GEN,MONICA DE LA CRUZ,REPUBLICAN,FALSE,TOTAL,80978,151889,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,15,GEN,MICHELLE VALLEJO,DEMOCRAT,FALSE,TOTAL,68097,151889,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,15,GEN,"ROSS LYNN LEONE, JR",LIBERTARIAN,FALSE,TOTAL,2814,151889,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,16,GEN,IRENE ARMENDARIZ JACKSON,REPUBLICAN,FALSE,TOTAL,54986,150496,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,16,GEN,VERONICA ESCOBAR,DEMOCRAT,FALSE,TOTAL,95510,150496,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,17,GEN,PETE SESSIONS,REPUBLICAN,FALSE,TOTAL,144408,217209,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,17,GEN,MARY JO WOODS,DEMOCRAT,FALSE,TOTAL,72801,217209,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,18,GEN,CARMEN MARIA MONTIEL,REPUBLICAN,FALSE,TOTAL,40941,156268,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,18,GEN,SHEILA JACKSON LEE,DEMOCRAT,FALSE,TOTAL,110511,156268,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,18,GEN,VINCE DUNCAN,INDEPENDENT,FALSE,TOTAL,2766,156268,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,18,GEN,PHIL KURTZ,LIBERTARIAN,FALSE,TOTAL,2050,156268,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,19,GEN,JODEY C ARRINGTON,REPUBLICAN,FALSE,TOTAL,152321,189681,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,19,GEN,NATHAN LEWIS,INDEPENDENT,FALSE,TOTAL,37360,189681,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,20,GEN,KYLE SINCLAIR,REPUBLICAN,FALSE,TOTAL,53226,168599,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,20,GEN,JOAQUIN CASTRO,DEMOCRAT,FALSE,TOTAL,115352,168599,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,20,GEN,ADAM JONASZ,NA,TRUE,TOTAL,21,168599,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,21,GEN,CHIP ROY,REPUBLICAN,FALSE,TOTAL,207426,330081,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,21,GEN,CLAUDIA ANDREANA ZAPATA,DEMOCRAT,FALSE,TOTAL,122655,330081,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,22,GEN,TROY E NEHLS,REPUBLICAN,FALSE,TOTAL,150014,241215,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,22,GEN,JAMIE KAYE JORDAN,DEMOCRAT,FALSE,TOTAL,85653,241215,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,22,GEN,JOSEPH LEBLANC,LIBERTARIAN,FALSE,TOTAL,5378,241215,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,22,GEN,JIM SQUIRES,NA,TRUE,TOTAL,170,241215,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,23,GEN,TONY GONZALES,REPUBLICAN,FALSE,TOTAL,116649,208776,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,23,GEN,JOHN LIRA,DEMOCRAT,FALSE,TOTAL,80947,208776,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,23,GEN,"FRANK LOPEZ, JR",INDEPENDENT,FALSE,TOTAL,11180,208776,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,24,GEN,BETH VAN DUYNE,REPUBLICAN,FALSE,TOTAL,177947,297825,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,24,GEN,JAN MCDOWELL,DEMOCRAT,FALSE,TOTAL,119878,297825,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,25,GEN,ROGER WILLIAMS,REPUBLICAN,FALSE,TOTAL,185270,185270,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,26,GEN,MICHAEL C BURGESS,REPUBLICAN,FALSE,TOTAL,183639,265023,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,26,GEN,MIKE KOLLS,LIBERTARIAN,FALSE,TOTAL,81384,265023,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,27,GEN,MICHAEL CLOUD,REPUBLICAN,FALSE,TOTAL,133416,207027,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,27,GEN,"MACLOVIO PEREZ, JR",DEMOCRAT,FALSE,TOTAL,73611,207027,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,28,GEN,CASSY GARCIA,REPUBLICAN,FALSE,TOTAL,71778,165581,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,28,GEN,HENRY CUELLAR,DEMOCRAT,FALSE,TOTAL,93803,165581,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,29,GEN,ROBERT SCHAFRANEK,REPUBLICAN,FALSE,TOTAL,28765,100602,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,29,GEN,SYLVIA R GARCIA,DEMOCRAT,FALSE,TOTAL,71837,100602,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,30,GEN,JAMES RODGERS,REPUBLICAN,FALSE,TOTAL,39209,180513,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,30,GEN,JASMINE CROCKETT,DEMOCRAT,FALSE,TOTAL,134876,180513,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,30,GEN,ZACHARIAH MANNING,INDEPENDENT,FALSE,TOTAL,3820,180513,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,30,GEN,PHIL GRAY,LIBERTARIAN,FALSE,TOTAL,1870,180513,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,30,GEN,DEBBIE WALKER,NA,TRUE,TOTAL,738,180513,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,31,GEN,JOHN R CARTER,REPUBLICAN,FALSE,TOTAL,183185,183185,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,32,GEN,ANTONIO SWAD,REPUBLICAN,FALSE,TOTAL,61494,177499,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,32,GEN,COLIN Z ALLRED,DEMOCRAT,FALSE,TOTAL,116005,177499,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,33,GEN,PATRICK DAVID GILLESPIE,REPUBLICAN,FALSE,TOTAL,29203,114030,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,33,GEN,MARC A VEASEY,DEMOCRAT,FALSE,TOTAL,82081,114030,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,33,GEN,KEN ASHBY,LIBERTARIAN,FALSE,TOTAL,2746,114030,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,34,GEN,MAYRA FLORES,REPUBLICAN,FALSE,TOTAL,59464,134439,FALSE,20250910,FALSE
2022,TEXAS,TX,48,74,49,US HOUSE,34,GEN,VICENTE GONZALEZ,DEMOCRAT,FALSE,TOTAL,70896,134439,FALSE,20250910,FALSE
